TIME;TIME(s);LAT;LON;H;RHO;THETA;MODE 3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;HEADING;STAT_230
03:37:12:844;13033;41,23142569;2,28657119;2598,37733534817;9,429688;116,394653;0614;85,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,90625;246;-2144;-2176;863;199,8962;No alert, no SPI, aircraft airbone;
03:37:16:867;13037;41,22625641;2,28407837;2552,65950893611;9,46875;118,399658;0614;83,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-159,257812;245;-1888;-2048;863;200,0281;No alert, no SPI, aircraft airbone;
03:37:20:891;13041;41,22113065;2,28161442;2514,5617058333;9,519531;120,366211;0614;82,5;34664E;BCS8030;1016,9;0,879;-159,961;292;0;278;-159,257812;246;-2048;-2016;863;200,05;No alert, no SPI, aircraft airbone;
03:37:24:914;13045;41,21606494;2,27911868;2476,46395227686;9,578125;122,294312;0614;81,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,378906;244;-2176;-1952;863;200,1819;No alert, no SPI, aircraft airbone;
03:37:28:938;13049;41,21105864;2,27661735;2430,74623261299;9,644531;124,178467;0614;79,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,203125;243;-2304;-2144;863;200,3906;No alert, no SPI, aircraft airbone;
03:37:32:953;13053;41,20606990;2,27417509;2385,02852238528;9,722656;126,018677;0614;78,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,203125;242;-2336;-2304;863;200,3412;No alert, no SPI, aircraft airbone;
03:37:36:977;13057;41,20112640;2,27172340;2339,3108487213;9,808594;127,814941;0614;76,75;34664E;BCS8030;1016,9;0,176;-159,785;284;-0,031;270;-158,027344;241;-1952;-1856;863;200,2203;No alert, no SPI, aircraft airbone;
03:37:41:000;13061;41,19620216;2,26932930;2308,83318443969;9,90625;129,561768;0614;75,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,203125;240;-1504;-1376;863;200,0995;No alert, no SPI, aircraft airbone;
03:37:45:023;13065;41,19126813;2,26699086;2285,97553851269;10,015625;131,264648;0614;75;34664E;BCS8030;1016,8;N/A;N/A;N/A;N/A;N/A;-158,203125;240;-1152;-1088;863;199,9786;No alert, no SPI, aircraft airbone;
03:37:49:055;13069;41,18636463;2,26466700;2263,11792046297;10,132812;132,918091;0614;74,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,203125;240;-1088;-1216;863;199,7864;No alert, no SPI, aircraft airbone;
03:37:53:063;13073;41,18149646;2,26225595;2240,2603745386;10,253906;134,538574;0614;73,5;34664E;BCS8030;1016,9;-0,176;-160,312;280;-0,062;268;-158,378906;239;-1376;-1280;863;199,6655;No alert, no SPI, aircraft airbone;
03:37:57:078;13077;41,17659654;2,25993720;2209,78283700999;10,386719;136,109619;0614;72,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,378906;239;-1280;-1440;863;199,4733;No alert, no SPI, aircraft airbone;
03:38:01:094;13081;41,17167223;2,25771917;2179,30530486908;10,53125;137,625732;0614;71,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,378906;240;-1376;-1408;863;199,2755;No alert, no SPI, aircraft airbone;
03:38:05:117;13085;41,16679120;2,25545664;2148,8278227346;10,679688;139,0979;0614;70,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,378906;239;-1664;-1472;863;199,2755;No alert, no SPI, aircraft airbone;
03:38:09:133;13089;41,16190133;2,25321315;2118,35037815105;10,835938;140,526123;0614;69,5;34664E;BCS8030;1016,9;0,176;-160,840;278;-0,031;266;-158,554688;240;-1632;-1440;863;199,0833;No alert, no SPI, aircraft airbone;
03:38:13:148;13093;41,15704968;2,25093904;2087,8729767818;10,996094;141,9104;0614;68,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,554688;240;-1344;-1472;863;199,0833;No alert, no SPI, aircraft airbone;
03:38:17:164;13097;41,15211909;2,24872754;2057,39561926015;11,167969;143,256226;0614;67,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,378906;240;-1472;-1440;863;198,891;No alert, no SPI, aircraft airbone;
03:38:21:180;13101;41,14722585;2,24649016;2034,53830346745;11,34375;144,558105;0614;66,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,554688;239;-1568;-1440;863;198,6932;No alert, no SPI, aircraft airbone;
03:38:25:195;13105;41,14232394;2,24433516;2004,06100119464;11,527344;145,805054;0614;65,75;34664E;BCS8030;1016,9;0;-161,367;278;0;264;-158,554688;238;-1376;-1472;863;198,6932;No alert, no SPI, aircraft airbone;
03:38:29:211;13109;41,13742854;2,24213552;1973,58375901543;11,714844;147,019043;0614;64,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-158,554688;238;-1600;-1408;863;198,6932;No alert, no SPI, aircraft airbone;
03:38:33:227;13113;41,13250339;2,23998502;1943,10655365698;11,910156;148,189087;0614;63,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-156,972656;239;-1312;-1440;863;200,0006;No alert, no SPI, aircraft airbone;
03:38:37:258;13117;41,12772096;2,23760302;1912,62942426186;12,097656;149,342651;0614;62,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-152,578125;239;-1504;-1472;863;202,7582;No alert, no SPI, aircraft airbone;
03:38:41:258;13121;41,12304871;2,23473565;1882,15247091651;12,273438;150,534668;0614;61,75;34664E;BCS8030;1016,9;24,434;-151,348;274;1,781;264;-145,898438;240;-1504;-1440;863;210,2069;No alert, no SPI, aircraft airbone;
03:38:45:273;13125;41,11880022;2,23102442;1851,6756735798;12,414062;151,792603;0614;60,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-138,339844;240;-1504;-1504;863;215,5573;No alert, no SPI, aircraft airbone;
03:38:49:289;13129;41,11512409;2,22641771;1821,1989449542;12,511719;153,116455;0614;59,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-131,132812;239;-1152;-1280;863;223,0444;No alert, no SPI, aircraft airbone;
03:38:53:305;13133;41,11196376;2,22128252;1798,34213578328;12,578125;154,456787;0614;59;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-125,683594;239;-1344;-1248;863;230,6305;No alert, no SPI, aircraft airbone;
03:38:57:320;13137;41,10903835;2,21584083;1775,48526771553;12,632812;155,813599;0614;58,25;34664E;BCS8030;1016,9;9,844;-126,387;266;0,688;260;-122,34375;238;-1216;-1088;863;234,3823;No alert, no SPI, aircraft airbone;
03:39:01:336;13141;41,10628869;2,21055385;1752,62820691522;12,6875;157,109985;0614;57,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-120,585938;237;-800;-960;863;236,4862;No alert, no SPI, aircraft airbone;
03:39:05:352;13145;41,10366549;2,20505139;1737,3910887083;12,738281;158,422852;0614;57;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,707031;234;-896;-864;863;237,5244;No alert, no SPI, aircraft airbone;
03:39:09:367;13149;41,10111224;2,19962858;1722,15384569112;12,792969;159,702759;0614;56,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,53125;234;-896;-768;863;237,8979;No alert, no SPI, aircraft airbone;
03:39:13:383;13153;41,09859581;2,19418562;1706,91652241908;12,851562;160,97168;0614;56;34664E;BCS8030;1016,9;0,527;-121,816;258;0,031;252;-119,882812;231;-896;-736;863;238,0408;No alert, no SPI, aircraft airbone;
03:39:17:398;13157;41,09606487;2,18879942;1691,6791234035;12,917969;162,218628;0614;55,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,707031;231;-512;-704;863;238,299;No alert, no SPI, aircraft airbone;
03:39:21:414;13161;41,09365715;2,18349493;1676,44157753233;12,984375;163,427124;0614;55;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,53125;228;-640;-672;863;238,4473;No alert, no SPI, aircraft airbone;
03:39:25:445;13165;41,09122968;2,17827313;1661,20395772625;13,058594;164,608154;0614;54,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,707031;228;-544;-672;863;238,5242;No alert, no SPI, aircraft airbone;
03:39:29:445;13169;41,08883478;2,17308219;1645,96625195723;13,136719;165,767212;0614;54;34664E;BCS8030;1016,9;0,352;-121,465;248;0;246;-119,707031;226;-768;-736;863;238,6011;No alert, no SPI, aircraft airbone;
03:39:33:461;13173;41,08638635;2,16783333;1630,72852180433;13,222656;166,92627;0614;53,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-119,179688;224;-704;-768;863;238,7549;No alert, no SPI, aircraft airbone;
03:39:37:469;13177;41,08404746;2,16270231;1615,49065075628;13,308594;168,041382;0614;53;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-116,71875;222;-704;-864;863;240,3973;No alert, no SPI, aircraft airbone;
03:39:41:484;13181;41,08191123;2,15747135;1600,25262773596;13,386719;169,151001;0614;52,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-111,621094;221;-896;-960;863;244,9072;No alert, no SPI, aircraft airbone;
03:39:45:500;13186;41,08015392;2,15199832;1577,3943722574;13,445312;170,2771;0614;51,75;34664E;BCS8030;1016,9;13,711;-109,863;242;1,031;238;-106,875;220;-832;-992;863;250,1367;No alert, no SPI, aircraft airbone;
03:39:49:516;13190;41,07879152;2,14633500;1554,53585311491;13,484375;171,414185;0614;51;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-103,710938;220;-960;-1056;863;253,7567;No alert, no SPI, aircraft airbone;
03:39:53:523;13194;41,07771652;2,14064232;1539,29709692486;13,511719;172,540283;0614;50,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-101,777344;219;-1184;-1088;863;256,1957;No alert, no SPI, aircraft airbone;
03:39:57:539;13198;41,07678814;2,13493048;1516,43817447498;13,535156;173,660889;0614;49,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-100,898438;218;-1088;-1152;863;257,3657;No alert, no SPI, aircraft airbone;
03:40:01:555;13202;41,07594559;2,12921394;1493,57911543828;13,558594;174,776001;0614;49;34664E;BCS8030;1016,9;1,934;-101,777;238;0,156;236;-100,546875;218;-1120;-1152;863;258,1183;No alert, no SPI, aircraft airbone;
03:40:05:570;13206;41,07511910;2,12350169;1463,09995618183;13,585938;175,88562;0614;48;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-100,546875;219;-1184;-1184;863;258,5907;No alert, no SPI, aircraft airbone;
03:40:09:602;13210;41,07431371;2,11773293;1440,24069680367;13,617188;177,000732;0614;47,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-100,371094;218;-1088;-1120;863;259,0192;No alert, no SPI, aircraft airbone;
03:40:13:594;13214;41,07346542;2,11205175;1417,38136515208;13,65625;178,093872;0614;46,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-100,019531;217;-1376;-1184;863;259,2609;No alert, no SPI, aircraft airbone;
03:40:17:609;13218;41,07269929;2,10636250;1394,52189860865;13,695312;179,181519;0614;45,75;34664E;BCS8030;1016,9;1,055;-100,371;234;0,094;232;-99,84375;216;-960;-992;863;259,6948;No alert, no SPI, aircraft airbone;
03:40:21:625;13222;41,07195358;2,10060917;1379,28232990764;13,738281;180,274658;0614;45,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-99,667969;214;-896;-864;863;259,8486;No alert, no SPI, aircraft airbone;
03:40:25:633;13226;41,07122229;2,09502139;1364,04266376141;13,785156;181,329346;0614;44,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-99,667969;213;-832;-800;863;260,0464;No alert, no SPI, aircraft airbone;
03:40:29:648;13230;41,07043623;2,08947805;1348,8029418448;13,839844;182,367554;0614;44,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-99,316406;211;-704;-704;863;260,2057;No alert, no SPI, aircraft airbone;
03:40:33:656;13234;41,06979212;2,08390003;1333,56305360701;13,890625;183,405762;0614;43,75;34664E;BCS8030;1016,9;0,527;-99,844;226;0,062;226;-99,316406;210;-672;-672;863;260,0793;No alert, no SPI, aircraft airbone;
03:40:37:672;13238;41,06902361;2,07838462;1318,32315106597;13,953125;184,421997;0614;43,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-99,316406;208;-672;-640;863;260,2386;No alert, no SPI, aircraft airbone;
03:40:41:688;13242;41,06838091;2,07304183;1303,0831076093;14,011719;185,39978;0614;42,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-96,679688;206;-672;-704;863;261,9745;No alert, no SPI, aircraft airbone;
03:40:45:695;13246;41,06786876;2,06773187;1287,84291425068;14,066406;186,366577;0614;42,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-90,703125;205;-992;-768;863;267,1216;No alert, no SPI, aircraft airbone;
03:40:49:711;13250;41,06788471;2,06240870;1272,60234484915;14,09375;187,34436;0614;41,75;34664E;BCS8030;1016,9;24,258;-85,254;216;2,156;216;-82,089844;203;-864;-704;863;274,7626;No alert, no SPI, aircraft airbone;
03:40:53:719;13254;41,06869648;2,05709610;1264,98125304189;14,078125;188,344116;0614;41,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-73,125;200;-608;-576;863;283,8373;No alert, no SPI, aircraft airbone;
03:40:57:734;13258;41,07017778;2,05226867;1249,7397813471;14,023438;189,283447;0614;41;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-64,160156;197;-384;-448;863;293,0164;No alert, no SPI, aircraft airbone;
03:41:01:766;13262;41,07208876;2,04770118;1242,1180535201;13,945312;190,200806;0614;40,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-54,84375;193;-480;-480;863;302,2998;No alert, no SPI, aircraft airbone;
03:41:05:758;13266;41,07448666;2,04384979;1234,49613056146;13,835938;191,019287;0614;40,5;34664E;BCS8030;1016,9;25,312;-47,988;202;2,406;204;-45,351562;190;-608;-576;863;311,9843;No alert, no SPI, aircraft airbone;
03:41:09:766;13270;41,07724684;2,04052203;1219,25407755747;13,703125;191,771851;0614;40;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-35,859375;188;-736;-832;863;321,5149;No alert, no SPI, aircraft airbone;
03:41:13:773;13274;41,08033321;2,03786513;1196,39196263626;13,546875;192,43103;0614;39,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-27,597656;187;-928;-928;863;330,1776;No alert, no SPI, aircraft airbone;
03:41:17:781;13278;41,08367990;2,03583184;1181,14983365871;13,371094;193,002319;0614;38,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-22,675781;186;-960;-1024;863;336,1816;No alert, no SPI, aircraft airbone;
03:41:21:789;13282;41,08719248;2,03410190;1158,28769419156;13,183594;193,540649;0614;38;34664E;BCS8030;1016,9;5,098;-20,566;196;0,5;196;-20,390625;184;-896;-1024;863;339,3402;No alert, no SPI, aircraft airbone;
03:41:25:797;13286;41,09061680;2,03259197;1135,42566410638;13;194,046021;0614;37,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-19,335938;184;-960;-960;863;340,719;No alert, no SPI, aircraft airbone;
03:41:29:805;13290;41,09410562;2,03120525;1120,18364902865;12,8125;194,545898;0614;36,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-18,984375;183;-832;-928;863;341,5649;No alert, no SPI, aircraft airbone;
03:41:33:813;13294;41,09755648;2,02974132;1097,32166059501;12,628906;195,073242;0614;36;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-18,984375;182;-896;-928;863;341,7517;No alert, no SPI, aircraft airbone;
03:41:37:820;13298;41,10092899;2,02843448;1082,07976531424;12,449219;195,578613;0614;35,5;34664E;BCS8030;1016,9;0,176;-17,930;190;0,062;190;-19,160156;181;-960;-928;863;342,0374;No alert, no SPI, aircraft airbone;
03:41:41:828;13302;41,10426963;2,02702606;1059,21788605954;12,273438;196,116943;0614;34,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-19,335938;179;-960;-960;863;342,2296;No alert, no SPI, aircraft airbone;
03:41:45:836;13306;41,10768904;2,02567083;1043,97600347549;12,09375;196,66626;0614;34,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-19,511719;179;-992;-1024;863;342,2296;No alert, no SPI, aircraft airbone;
03:41:49:844;13310;41,11100458;2,02424683;1021,11417583283;11,921875;197,237549;0614;33,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-19,160156;178;-960;-1088;863;342,5153;No alert, no SPI, aircraft airbone;
03:41:53:852;13314;41,11439570;2,02288149;998,252348656766;11,746094;197,819824;0614;32,75;34664E;BCS8030;1016,9;0,352;-17,402;190;0,031;188;-19,160156;178;-1216;-1120;863;342,5153;No alert, no SPI, aircraft airbone;
03:41:57:859;13318;41,11775517;2,02145590;975,390544038266;11,574219;198,429565;0614;32;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-19,335938;178;-1120;-1184;863;342,5153;No alert, no SPI, aircraft airbone;
03:42:01:867;13322;41,12113399;2,02004734;952,528756655753;11,402344;199,055786;0614;31,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-17,929688;178;-1120;-1184;863;343,0975;No alert, no SPI, aircraft airbone;
03:42:04:016;13324;41,69380405;2,43783148;5562,61974619143;28,1875;32,596436;7621;182,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;324;-2720;-2784;3606;195,7214;No alert, no SPI, aircraft airbone;
03:42:05:875;13326;41,12455126;2,01884488;929,667023936287;11,226562;199,660034;0614;30,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;-10,371094;179;-1152;-1248;863;348,4479;No alert, no SPI, aircraft airbone;
03:42:08:023;13328;41,68563548;2,43471585;5501,65538129397;27,699219;32,904053;7621;180,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;323;-3072;-2816;3606;195,7874;No alert, no SPI, aircraft airbone;
03:42:09:883;13330;41,12797755;2,01818075;899,185440470465;11,042969;200,165405;0614;29,5;34664E;BCS8030;1016,9;18,984;-2,988;190;1,906;188;-1,230469;179;-1120;-1216;863;356,9843;No alert, no SPI, aircraft airbone;
03:42:12:031;13332;41,67750374;2,43163242;5448,31114034727;27,214844;33,222656;7621;178,75;ACC9D0;FDX6272;1013,2;-0,176;-164,355;458;-0,031;420;-160,664062;323;-2848;-2816;3606;195,6995;No alert, no SPI, aircraft airbone;
03:42:13:891;13334;41,13154275;2,01832216;876,324020821601;10,839844;200,522461;0614;28,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;4,042969;180;-1120;-1088;863;3,5925;No alert, no SPI, aircraft airbone;
03:42:16:031;13336;41,66934500;2,42858636;5387,34696344472;26,730469;33,557739;7621;176,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,664062;324;-2816;-2816;3606;195,7379;No alert, no SPI, aircraft airbone;
03:42:17:891;13338;41,13507035;2,01886475;853,462741779163;10,632812;200,797119;0614;28;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;6,152344;180;-1088;-1088;863;6,3062;No alert, no SPI, aircraft airbone;
03:42:20:039;13340;41,66127350;2,42546827;5334,00304782949;26,25;33,892822;7621;175;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,839844;323;-2976;-2816;3606;195,8038;No alert, no SPI, aircraft airbone;
03:42:21:898;13342;41,13861515;2,01960447;830,601531541906;10,421875;201,038818;0614;27,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;6,855469;181;-1152;-1120;863;7,5311;No alert, no SPI, aircraft airbone;
03:42:24:047;13344;41,65315556;2,42242212;5273,03914841451;25,769531;34,249878;7621;173;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,839844;323;-2816;-2784;3606;195,7159;No alert, no SPI, aircraft airbone;
03:42:25:898;13346;41,14214043;2,02042257;807,740375601687;10,210938;201,269531;0614;26,5;34664E;BCS8030;1016,9;4,219;8,613;190;0,406;188;8,085938;181;-1056;-1088;863;8,4705;No alert, no SPI, aircraft airbone;
03:42:28:047;13348;41,64510433;2,41934227;5219,69545412809;25,292969;34,612427;7621;171,25;ACC9D0;FDX6272;1013,2;-0,176;-164,355;452;0;414;-160,839844;323;-2752;-2752;3606;195,7874;No alert, no SPI, aircraft airbone;
03:42:29:898;13350;41,14559156;2,02126511;784,87928070128;10,003906;201,494751;0614;25,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;9,84375;181;-1088;-1088;863;10,2997;No alert, no SPI, aircraft airbone;
03:42:32:070;13352;41,63708813;2,41632540;5158,73185034096;24,820312;34,991455;7621;169,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,664062;323;-2784;-2752;3606;195,6995;No alert, no SPI, aircraft airbone;
03:42:33:922;13354;41,14907539;2,02225255;769,638233556412;9,792969;201,697998;0614;25,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;11,601562;181;-1056;-1056;863;12,1344;No alert, no SPI, aircraft airbone;
03:42:36:063;13356;41,62907360;2,41339412;5105,38829177246;24,351562;35,392456;7621;167,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,664062;323;-2720;-2720;3606;195,6445;No alert, no SPI, aircraft airbone;
03:42:37:914;13358;41,15253785;2,02330794;746,777235595509;9,582031;201,890259;0614;24,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;12,304688;181;-1024;-1056;863;13,1506;No alert, no SPI, aircraft airbone;
03:42:40:063;13360;41,62108386;2,41037034;5052,04495272227;23,882812;35,79895;7621;165,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;323;-2752;-2784;3606;195,6775;No alert, no SPI, aircraft airbone;
03:42:41:914;13362;41,15591596;2,02441604;723,916303995065;9,375;202,06604;0614;23,75;34664E;BCS8030;1016,9;1,934;13,535;188;0,188;188;12,65625;181;-1088;-1056;863;13,4473;No alert, no SPI, aircraft airbone;
03:42:44:070;13364;41,61310711;2,40742321;4998,70167539734;23,417969;36,227417;7621;164;ACC9D0;FDX6272;1013,2;0,176;-164,355;446;0;412;-160,488281;323;-2656;-2784;3606;195,6226;No alert, no SPI, aircraft airbone;
03:42:45:914;13366;41,15932579;2,02565527;701,055414166301;9,164062;202,219849;0614;23;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;14,0625;181;-1056;-1056;863;14,4745;No alert, no SPI, aircraft airbone;
03:42:48:078;13368;41,60516590;2,40438051;4937,73862404097;22,953125;36,661377;7621;162;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;323;-3008;-2784;3606;195,661;No alert, no SPI, aircraft airbone;
03:42:49:922;13370;41,16265294;2,02693809;678,194584354758;8,957031;202,357178;0614;22,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,171875;181;-896;-1024;863;16,4026;No alert, no SPI, aircraft airbone;
03:42:52:086;13372;41,59724501;2,40152209;4884,39554749988;22,496094;37,128296;7621;160,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;322;-2688;-2784;3606;195,7269;No alert, no SPI, aircraft airbone;
03:42:53:922;13374;41,16594519;2,02834570;662,953813797794;8,75;202,461548;0614;21,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,929688;180;-1056;-1024;863;18,3362;No alert, no SPI, aircraft airbone;
03:42:56:086;13376;41,58938577;2,39851937;4823,4327521259;22,039062;37,595215;7621;158,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;321;-2752;-2784;3606;195,639;No alert, no SPI, aircraft airbone;
03:42:57:922;13378;41,16925943;2,02990078;640,093087019399;8,539062;202,532959;0614;21;34664E;BCS8030;1016,9;2,461;19,863;188;0,25;186;19,160156;180;-1120;-1024;863;19,9786;No alert, no SPI, aircraft airbone;
03:43:00:094;13380;41,58154297;2,39555725;4770,09004850499;21,585938;38,084106;7621;156,5;ACC9D0;FDX6272;1013,2;0;-164,355;440;0;402;-160,664062;319;-2752;-2816;3606;195,672;No alert, no SPI, aircraft airbone;
03:43:01:922;13382;41,17247973;2,03153138;617,232423482463;8,332031;202,571411;0614;20,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;19,6875;180;-1056;-1024;863;20,6598;No alert, no SPI, aircraft airbone;
03:43:04:102;13384;41,57371174;2,39267510;4709,12740152888;21,136719;38,600464;7621;154,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,839844;319;-2912;-2816;3606;195,7434;No alert, no SPI, aircraft airbone;
03:43:05:922;13386;41,17568588;2,03321682;601,991792184301;8,125;202,593384;0614;19,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;19,6875;180;-928;-928;863;20,7697;No alert, no SPI, aircraft airbone;
03:43:08:117;13388;41,56586168;2,38988077;4655,78478758316;20,691406;39,14978;7621;152,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,839844;317;-3040;-2752;3606;195,7819;No alert, no SPI, aircraft airbone;
03:43:09:930;13390;41,17895359;2,03492197;579,131163384765;7,914062;202,62085;0614;19;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;19,160156;178;-544;-544;863;20,4785;No alert, no SPI, aircraft airbone;
03:43:12:125;13392;41,55808355;2,38692098;4594,82246801723;20,246094;39,699097;7621;150,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,015625;317;-3136;-2784;3606;195,6885;No alert, no SPI, aircraft airbone;
03:43:13:930;13394;41,18213778;2,03646247;571,510544760153;7,710938;202,686768;0614;18,75;34664E;BCS8030;1016,9;-0,879;20,039;182;-0,094;180;18,632812;175;-384;-256;863;19,8193;No alert, no SPI, aircraft airbone;
03:43:16:125;13396;41,55035465;2,38393472;4541,48031124566;19,804688;40,264893;7621;149;ACC9D0;FDX6272;1013,2;-0,176;-164,355;436;-0,031;396;-160,839844;318;-2912;-2752;3606;195,7269;No alert, no SPI, aircraft airbone;
03:43:17:938;13398;41,18528935;2,03789293;571,509932558052;7,511719;202,785645;0614;18,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;18,28125;171;-96;-32;863;19,5447;No alert, no SPI, aircraft airbone;
03:43:20:156;13400;41,54260349;2,38104711;4488,13817531709;19,367188;40,869141;7621;147,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,839844;318;-2720;-2752;3606;195,6335;No alert, no SPI, aircraft airbone;
03:43:21:953;13402;41,18842333;2,03938054;571,509353186004;7,3125;202,868042;0614;18,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,753906;168;64;64;863;19,3634;No alert, no SPI, aircraft airbone;
